transaction_time,account_number,transaction_type,amount,source_file
2024-04-19 19:32:26,616218555,Withdrawal,5668.59,transactions1.csv
2024-04-19 19:32:26,881664479,Deposit,6729.42,transactions1.csv
2024-04-19 19:32:26,461704306,Deposit,1672.37,transactions1.csv
2024-04-19 19:32:26,616218555,Transfer,1654.97,transactions1.csv
2024-04-19 19:32:26,912464069,Deposit,9262.83,transactions1.csv
2024-04-19 19:32:26,567583879,Deposit,1574.14,transactions1.csv
2024-04-19 19:32:26,824707383,Deposit,5952.91,transactions1.csv
2024-04-19 19:32:26,357545469,Withdrawal,7033.44,transactions1.csv
2024-04-19 19:32:26,616218555,Deposit,7764.8,transactions1.csv
2024-04-19 19:32:26,881664479,Transfer,2798.6,transactions1.csv
2024-04-19 19:32:26,461704306,Deposit,481.8,transactions1.csv
2024-04-19 19:32:26,638990857,Transfer,5432.5,transactions1.csv
2024-04-19 19:32:26,483922007,Withdrawal,3357.4,transactions1.csv
2024-04-19 19:32:26,984617160,Transfer,1815.95,transactions1.csv
2024-04-19 19:32:26,984617160,Transfer,3769.86,transactions1.csv
2024-04-19 19:32:26,984617160,Transfer,5000.23,transactions1.csv
2024-04-19 19:32:26,912464069,Withdrawal,8120.94,transactions1.csv
2024-04-19 19:32:26,461704306,Deposit,6274.75,transactions1.csv
2024-04-19 19:32:26,567583879,Withdrawal,412.0,transactions1.csv
2024-04-19 19:32:26,881664479,Transfer,3555.47,transactions1.csv
2024-04-19 19:32:26,567583879,Transfer,1425.48,transactions1.csv
2024-04-19 19:32:26,461704306,Transfer,2769.21,transactions1.csv
2024-04-19 19:32:26,800133099,Deposit,914.76,transactions1.csv
2024-04-19 19:32:26,937647425,Deposit,7445.63,transactions1.csv
2024-04-19 19:32:26,616218555,Transfer,326.73,transactions1.csv
2024-04-19 19:32:26,539884640,Withdrawal,5672.44,transactions1.csv
2024-04-19 19:32:26,638990857,Deposit,4172.6,transactions1.csv
2024-04-19 19:32:26,357545469,Transfer,6638.97,transactions1.csv
2024-04-19 19:32:26,461704306,Transfer,8340.12,transactions1.csv
2024-04-19 19:32:26,357545469,Transfer,4531.43,transactions1.csv
2024-04-19 19:32:26,824707383,Transfer,228.89,transactions1.csv
2024-04-19 19:32:26,483922007,Withdrawal,5571.92,transactions1.csv
2024-04-19 19:32:26,357545469,Deposit,810.19,transactions1.csv
2024-04-19 19:32:26,937647425,Transfer,1781.04,transactions1.csv
2024-04-19 19:32:26,824707383,Withdrawal,9526.29,transactions1.csv
2024-04-19 19:32:26,638990857,Transfer,7049.52,transactions1.csv
2024-04-19 19:32:26,937647425,Transfer,3185.35,transactions1.csv
2024-04-19 19:32:26,567583879,Transfer,8134.76,transactions1.csv
2024-04-19 19:32:26,881664479,Withdrawal,9323.79,transactions1.csv
2024-04-19 19:32:26,483922007,Withdrawal,1878.01,transactions1.csv
2024-04-19 19:32:26,937647425,Deposit,434.77,transactions1.csv
2024-04-19 19:32:26,824707383,Transfer,8402.09,transactions1.csv
2024-04-19 19:32:26,862986947,Deposit,7183.47,transactions1.csv
2024-04-19 19:32:26,862986947,Deposit,41.91,transactions1.csv
2024-04-19 19:32:26,912464069,Deposit,7301.18,transactions1.csv
2024-04-19 19:32:26,800133099,Withdrawal,4068.03,transactions1.csv
2024-04-19 19:32:26,912464069,Deposit,4872.14,transactions1.csv
2024-04-19 19:32:26,881664479,Withdrawal,5308.68,transactions1.csv
2024-04-19 19:32:26,638990857,Transfer,2505.76,transactions1.csv
2024-04-19 19:32:26,937647425,Withdrawal,4169.96,transactions1.csv
2024-04-19 19:32:26,461704306,Withdrawal,416.78,transactions1.csv
2024-04-19 19:32:26,912464069,Deposit,4769.13,transactions1.csv
2024-04-19 19:32:26,638990857,Transfer,6547.76,transactions1.csv
2024-04-19 19:32:26,461704306,Withdrawal,9342.05,transactions1.csv
2024-04-19 19:32:26,937647425,Deposit,383.89,transactions1.csv
2024-04-19 19:32:26,539884640,Deposit,2876.67,transactions1.csv
2024-04-19 19:32:26,638990857,Withdrawal,6426.18,transactions1.csv
2024-04-19 19:32:26,881664479,Deposit,6354.8,transactions1.csv
2024-04-19 19:32:26,912464069,Deposit,7913.02,transactions1.csv
